user_id,age,gender,country,profession,primary_platform,platforms_used_count,daily_usage_hours,sessions_per_day,avg_session_duration_min,preferred_device,peak_usage_time,followers_count,following_count,posts_per_week,likes_given_per_day,comments_per_day,shares_per_day,dms_sent_per_day,preferred_content_type,scroll_speed,purchased_via_social_media,primary_purpose,sleep_disruption,notification_frequency,influencer_status,account_join_date,takes_social_media_breaks
USR00390,22,Male,USA,Doctor,Facebook,3,4.9,9,32.7,Tablet,Afternoon (12-4pm),589,1154,1,24,3,1,11,Reels/Shorts,Slow,Yes,News & Updates,No impact,Always On,No,22-11-2024,No
USR00391,19,Female,UAE,Researcher,LinkedIn,5,2,4,30,Smartphone,Evening (6-9pm),1096,335,5,16,3,2,3,Photos,Medium,No,Learning,Moderate impact,Selected,No,24-12-2022,Occasionally
USR00392,30,Female,USA,Student,Facebook,2,6.5,3,130,Smartphone,Afternoon (12-4pm),416,152,2,15,4,2,9,Reels/Shorts,Medium,No,News & Updates,Mild impact,Always On,No,24-11-2022,Occasionally
USR00393,16,Non-binary,Germany,Other,TikTok,4,3.6,4,54,Smartphone,Late Night (12am+),1336,341,2,21,8,1,7,Reels/Shorts,Fast,Sometimes,Entertainment,No impact,Always On,No,09-11-2023,Occasionally
USR00394,41,Female,India,Doctor,Twitter/X,2,0.8,4,12,Smartphone,Evening (6-9pm),2913,929,3,16,2,2,9,News,Fast,Sometimes,Entertainment,Mild impact,Off,No,23-05-2024,No
USR00395,36,Male,Pakistan,Teacher,Instagram,1,3.3,6,33,Desktop,Evening (6-9pm),4044,422,4,14,3,2,9,Videos,Medium,Sometimes,Learning,No impact,Do Not Disturb,No,04-08-2024,No
USR00396,23,Male,Canada,Doctor,TikTok,4,3.9,3,78,Laptop,Morning (6-10am),13829,2179,4,18,7,3,8,News,Medium,Sometimes,Entertainment,Moderate impact,Do Not Disturb,Yes,20-04-2023,No
USR00397,13,Male,Australia,Freelancer,Twitter/X,4,4.5,10,27,Smartphone,Morning (6-10am),367,901,2,15,2,2,11,Reels/Shorts,Fast,No,Learning,No impact,Selected,No,09-04-2024,No
USR00398,37,Male,UK,Other,Facebook,2,7.8,5,93.6,Smartphone,Morning (6-10am),57,458,1,22,5,1,12,Videos,Medium,No,Business/Marketing,Moderate impact,Selected,No,13-01-2023,No
USR00399,26,Female,India,Student,Facebook,5,1.8,5,21.6,Smartphone,Evening (6-9pm),1267,71,5,20,3,2,11,Entertainment,Slow,No,Learning,No impact,Always On,No,17-01-2023,Yes
USR00400,36,Female,Nigeria,Teacher,Twitter/X,3,7.8,3,156,Laptop,Evening (6-9pm),19749,197,4,13,4,1,8,News,Fast,No,Learning,No impact,Selected,Yes,04-06-2024,Occasionally
USR00401,14,Male,Canada,Other,Twitter/X,3,2.6,2,78,Smart TV,Afternoon (12-4pm),281,266,5,22,3,1,10,News,Fast,Sometimes,Networking,Mild impact,Do Not Disturb,No,21-03-2024,No
USR00402,22,Male,USA,Doctor,Instagram,3,1.5,7,12.9,Smartphone,Late Night (12am+),2290,564,3,18,4,0,10,News,Medium,No,Networking,Severe impact,Always On,No,01-03-2022,Occasionally
USR00403,27,Female,Brazil,Entrepreneur,Twitter/X,2,1.8,5,21.6,Tablet,Night (9pm-12am),2327,525,3,18,4,2,8,Reels/Shorts,Fast,Sometimes,News & Updates,Severe impact,Selected,No,09-02-2023,Occasionally
USR00404,27,Male,UK,Marketer,LinkedIn,5,3.7,4,55.5,Desktop,Night (9pm-12am),938,299,2,16,0,3,10,Reels/Shorts,Medium,Yes,Learning,No impact,Off,No,09-07-2024,Occasionally
USR00405,23,Male,UAE,Freelancer,YouTube,2,1.3,6,13,Tablet,Night (9pm-12am),673,282,3,16,3,2,11,Entertainment,Slow,No,Entertainment,Mild impact,Do Not Disturb,No,29-05-2024,No
USR00406,31,Male,Germany,Doctor,Instagram,3,2.1,5,25.2,Smartphone,Evening (6-9pm),126,580,1,20,5,0,4,Memes,Medium,Yes,Business/Marketing,Mild impact,Do Not Disturb,No,07-03-2024,Occasionally
USR00407,18,Female,USA,Marketer,Instagram,3,3.3,4,49.5,Smartphone,Morning (6-10am),10,87,2,18,3,1,5,News,Fast,No,Networking,No impact,Always On,No,10-01-2022,Occasionally
USR00408,25,Female,UK,Doctor,Twitter/X,3,6.4,7,54.9,Smartphone,Late Night (12am+),89,1871,4,19,4,2,8,News,Medium,Sometimes,News & Updates,Mild impact,Always On,No,16-03-2023,Occasionally
USR00409,27,Male,UAE,Other,Facebook,5,4.4,4,66,Laptop,Afternoon (12-4pm),329,20,2,13,6,2,14,Educational,Slow,Sometimes,Entertainment,Moderate impact,Selected,No,26-02-2023,No
USR00410,31,Male,UK,Teacher,TikTok,1,2.7,2,81,Smartphone,Evening (6-9pm),4795,1403,5,18,2,3,6,Videos,Slow,Yes,News & Updates,No impact,Selected,No,25-07-2023,Occasionally
USR00411,32,Male,USA,Doctor,YouTube,3,3.7,3,74,Tablet,Late Night (12am+),552,231,4,20,1,2,10,Videos,Fast,Sometimes,Entertainment,Moderate impact,Always On,No,09-05-2022,Occasionally
USR00412,18,Female,Pakistan,Designer,YouTube,3,3,8,22.5,Tablet,Evening (6-9pm),261,814,2,18,7,1,5,Reels/Shorts,Fast,Sometimes,Business/Marketing,No impact,Always On,No,28-07-2022,Occasionally
USR00413,14,Male,Pakistan,Student,Facebook,5,1.1,5,13.2,Smartphone,Evening (6-9pm),133,378,4,21,3,1,8,Reels/Shorts,Medium,Sometimes,Business/Marketing,Mild impact,Selected,No,18-01-2023,No
USR00414,37,Female,Canada,Researcher,TikTok,2,7.1,6,71,Smartphone,Night (9pm-12am),2169,370,1,24,4,2,5,News,Medium,No,Networking,Moderate impact,Always On,No,20-01-2024,Yes
USR00415,29,Male,India,Designer,Instagram,4,6.5,2,195,Smart TV,Evening (6-9pm),7669,475,4,17,5,4,4,Educational,Fast,No,Entertainment,Moderate impact,Selected,No,30-10-2023,No
USR00416,21,Female,USA,Engineer,Instagram,4,2.5,3,50,Smartphone,Morning (6-10am),4510,646,2,17,3,0,7,Educational,Medium,Yes,Business/Marketing,Moderate impact,Selected,No,08-02-2023,No
USR00417,39,Female,India,Designer,TikTok,5,1.9,3,38,Laptop,Afternoon (12-4pm),1980,164,7,24,2,1,9,Photos,Slow,No,Business/Marketing,Moderate impact,Always On,No,26-07-2024,Yes
USR00418,27,Male,Australia,Researcher,Twitter/X,1,1.1,7,9.4,Smartphone,Afternoon (12-4pm),46,847,3,14,6,2,4,Stories,Fast,Yes,Networking,Moderate impact,Selected,No,22-08-2022,No
USR00419,36,Female,Pakistan,Other,Snapchat,2,3.9,5,46.8,Smartphone,Late Night (12am+),353,66,2,16,6,2,10,News,Medium,Sometimes,Networking,Mild impact,Always On,No,22-06-2023,Occasionally
USR00420,27,Non-binary,India,Marketer,Instagram,3,3.9,2,117,Smartphone,Morning (6-10am),22140,243,6,18,5,5,4,News,Medium,No,News & Updates,No impact,Selected,Yes,29-09-2024,No
USR00421,43,Female,USA,Designer,TikTok,2,1.4,2,42,Smartphone,Night (9pm-12am),5011,667,1,23,3,2,8,Stories,Slow,Yes,News & Updates,Severe impact,Off,No,16-12-2024,No
USR00422,41,Male,Germany,Teacher,Facebook,1,3.1,7,26.6,Tablet,Night (9pm-12am),41,807,2,16,3,2,5,Reels/Shorts,Medium,Sometimes,Socializing,Mild impact,Always On,No,04-10-2023,Occasionally
USR00423,25,Male,UAE,Engineer,Instagram,3,4.3,8,32.2,Smartphone,Night (9pm-12am),601,425,4,18,0,1,8,News,Fast,Yes,Learning,Mild impact,Always On,No,06-03-2024,No
USR00424,34,Non-binary,India,Marketer,Facebook,5,1.8,4,27,Smartphone,Evening (6-9pm),1278,152,7,19,4,0,5,Reels/Shorts,Fast,Sometimes,Learning,No impact,Always On,No,14-03-2024,Yes
USR00425,32,Female,UAE,Student,Twitter/X,5,2.3,4,34.5,Smartphone,Afternoon (12-4pm),168,717,5,14,5,1,7,Photos,Medium,Yes,Business/Marketing,Moderate impact,Selected,No,22-08-2022,Occasionally
USR00426,37,Male,USA,Designer,TikTok,3,2.3,4,34.5,Smartphone,Evening (6-9pm),10,109,2,19,9,1,13,Educational,Fast,Sometimes,News & Updates,Severe impact,Do Not Disturb,No,14-12-2023,Yes
USR00427,19,Female,Pakistan,Teacher,Facebook,3,1.5,3,30,Laptop,Night (9pm-12am),794,2001,4,23,2,3,4,Educational,Medium,No,News & Updates,Mild impact,Off,No,22-12-2023,Occasionally
USR00428,32,Female,India,Other,Instagram,5,2.3,4,34.5,Desktop,Late Night (12am+),161,221,5,25,3,0,6,News,Fast,Sometimes,Entertainment,Moderate impact,Do Not Disturb,No,26-07-2024,Yes
USR00429,35,Female,India,Freelancer,YouTube,1,0.7,6,7,Desktop,Morning (6-10am),162,38,2,27,6,8,5,Stories,Slow,No,Learning,No impact,Selected,No,20-12-2022,No
USR00430,13,Female,Germany,Student,YouTube,1,2.2,5,26.4,Smartphone,Late Night (12am+),351,58,2,29,6,3,10,Entertainment,Slow,No,Networking,Mild impact,Do Not Disturb,No,02-09-2023,Yes
USR00431,17,Female,USA,Designer,Instagram,5,2.2,5,26.4,Tablet,Night (9pm-12am),522,257,1,22,4,2,7,Stories,Fast,No,Entertainment,No impact,Always On,No,23-06-2022,Yes
USR00432,13,Female,UK,Freelancer,Twitter/X,2,2.5,3,50,Smartphone,Night (9pm-12am),654,289,1,23,8,1,6,Photos,Medium,Sometimes,Learning,Mild impact,Always On,No,02-10-2022,Occasionally
USR00433,24,Male,USA,Marketer,Instagram,1,3.5,6,35,Smartphone,Morning (6-10am),135,2600,3,27,5,2,8,Stories,Medium,No,Networking,Mild impact,Selected,No,04-10-2023,No
USR00434,32,Male,UAE,Doctor,LinkedIn,1,1,4,15,Smartphone,Afternoon (12-4pm),447,70,4,28,7,3,12,Reels/Shorts,Slow,Sometimes,News & Updates,No impact,Always On,No,30-08-2022,Occasionally
USR00435,39,Female,Pakistan,Student,Twitter/X,1,1.2,2,36,Smartphone,Afternoon (12-4pm),28,256,2,29,5,2,5,Educational,Medium,Sometimes,News & Updates,Mild impact,Do Not Disturb,No,04-05-2023,Occasionally
USR00436,27,Female,Pakistan,Entrepreneur,Instagram,4,1.5,5,18,Smartphone,Evening (6-9pm),1164,68,1,16,6,3,4,Educational,Slow,Sometimes,Learning,No impact,Always On,No,18-09-2023,Yes
USR00437,40,Male,Pakistan,Other,TikTok,4,0.9,7,7.7,Smartphone,Morning (6-10am),3,135,1,15,5,0,7,News,Medium,Sometimes,News & Updates,Mild impact,Always On,No,28-08-2022,Occasionally
USR00438,15,Male,India,Marketer,Snapchat,3,3.8,8,28.5,Smartphone,Late Night (12am+),395,1845,5,17,2,1,10,Memes,Fast,No,Socializing,Severe impact,Always On,No,10-01-2023,Occasionally
USR00439,13,Male,Germany,Engineer,Twitter/X,1,1.7,1,102,Desktop,Afternoon (12-4pm),3479,62,1,20,1,1,12,Reels/Shorts,Fast,Sometimes,Business/Marketing,No impact,Off,No,04-02-2024,No
USR00440,26,Male,UAE,Teacher,YouTube,4,2.5,5,30,Smartphone,Night (9pm-12am),98,494,2,28,5,2,7,Videos,Slow,Sometimes,Learning,Mild impact,Off,No,17-10-2022,No
USR00441,30,Male,Pakistan,Marketer,Facebook,1,1.4,4,21,Smartphone,Late Night (12am+),2415,392,2,25,0,2,10,Photos,Medium,Yes,Networking,No impact,Off,No,12-11-2024,Yes
USR00442,26,Female,Australia,Researcher,Pinterest,1,2,6,20,Smartphone,Morning (6-10am),5325,237,1,36,1,4,10,Photos,Slow,Sometimes,Networking,No impact,Off,No,06-03-2024,No
USR00443,13,Female,Nigeria,Marketer,Facebook,3,3.2,4,48,Smartphone,Afternoon (12-4pm),1,456,4,23,1,3,6,Reels/Shorts,Slow,No,Networking,Mild impact,Do Not Disturb,No,06-05-2024,Occasionally
USR00444,26,Male,USA,Freelancer,LinkedIn,5,3.3,7,28.3,Tablet,Night (9pm-12am),506,60,2,15,4,2,7,Educational,Slow,Sometimes,Learning,Mild impact,Always On,No,10-10-2022,No
USR00445,16,Female,Pakistan,Engineer,Snapchat,5,1.2,2,36,Smartphone,Night (9pm-12am),3,1785,2,17,2,2,13,Stories,Fast,Sometimes,Learning,Moderate impact,Selected,No,25-02-2024,No
USR00446,32,Male,Australia,Other,Facebook,1,2.5,3,50,Tablet,Late Night (12am+),537,2464,2,21,1,1,6,Educational,Medium,Sometimes,Entertainment,Mild impact,Selected,No,16-05-2024,No
USR00447,29,Female,Pakistan,Freelancer,YouTube,3,1.4,3,28,Smartphone,Late Night (12am+),656,258,4,9,3,0,6,Videos,Medium,Yes,Entertainment,No impact,Do Not Disturb,No,16-01-2023,Yes
USR00448,19,Non-binary,UAE,Student,Twitter/X,4,2.4,5,28.8,Smartphone,Night (9pm-12am),7,4481,8,26,8,3,10,Stories,Medium,No,Socializing,No impact,Off,No,23-09-2024,No
USR00449,22,Female,Australia,Marketer,Snapchat,2,1.6,6,16,Smartphone,Evening (6-9pm),21262,151,2,21,5,2,4,Photos,Fast,No,News & Updates,No impact,Selected,Yes,21-12-2022,Yes
USR00450,18,Male,Brazil,Student,Twitter/X,3,7.4,9,49.3,Smartphone,Night (9pm-12am),1113,395,3,22,4,0,10,Reels/Shorts,Fast,No,Learning,Severe impact,Selected,No,08-12-2022,No
USR00451,26,Male,USA,Engineer,Snapchat,1,4.3,6,43,Smartphone,Morning (6-10am),144,1364,3,24,2,2,10,Reels/Shorts,Fast,No,Socializing,No impact,Always On,No,29-09-2024,Occasionally
USR00452,34,Male,USA,Engineer,YouTube,5,3.4,7,29.1,Laptop,Morning (6-10am),9299,141,0,29,3,3,6,Educational,Medium,Sometimes,Learning,No impact,Always On,No,15-08-2023,Occasionally
USR00453,19,Male,UAE,Doctor,Twitter/X,4,2.1,2,63,Laptop,Afternoon (12-4pm),26,46,3,20,5,3,7,Educational,Medium,Sometimes,Socializing,No impact,Always On,No,15-10-2022,Yes
USR00454,31,Male,Pakistan,Student,TikTok,3,4.4,2,132,Smart TV,Night (9pm-12am),72,35,3,20,5,2,5,Entertainment,Medium,Yes,Networking,Mild impact,Always On,No,19-01-2023,Yes
USR00455,22,Male,Brazil,Marketer,TikTok,5,2.5,8,18.8,Smartphone,Night (9pm-12am),10,2901,7,16,1,3,4,Photos,Medium,No,News & Updates,Mild impact,Always On,No,07-10-2023,No
USR00456,20,Male,Canada,Teacher,Facebook,3,6.9,8,51.8,Smartphone,Evening (6-9pm),17015,129,3,13,4,3,5,Stories,Fast,No,Learning,No impact,Do Not Disturb,Yes,12-07-2024,Yes
USR00457,26,Female,Pakistan,Teacher,YouTube,2,4.7,8,35.2,Smartphone,Evening (6-9pm),1209,195,2,18,1,1,13,Stories,Medium,Yes,Entertainment,Moderate impact,Selected,No,20-04-2022,No
USR00458,18,Male,Pakistan,Designer,Twitter/X,3,2,7,17.1,Smartphone,Night (9pm-12am),2179,64,0,13,7,2,10,Reels/Shorts,Fast,No,News & Updates,Moderate impact,Selected,No,06-01-2024,Occasionally
USR00459,22,Male,Canada,Researcher,Facebook,2,6.5,6,65,Smartphone,Evening (6-9pm),1143,763,5,19,4,1,8,Educational,Medium,No,News & Updates,Mild impact,Selected,No,20-01-2022,Yes
USR00460,17,Female,Brazil,Designer,TikTok,4,2.1,2,63,Smartphone,Afternoon (12-4pm),1868,95,2,16,1,1,8,News,Fast,No,Business/Marketing,Moderate impact,Do Not Disturb,No,19-09-2024,Occasionally
USR00461,42,Male,UK,Student,Instagram,1,7.6,7,65.1,Smartphone,Night (9pm-12am),765,135,2,22,1,1,7,Stories,Fast,Yes,Networking,No impact,Selected,No,07-10-2022,Occasionally
USR00462,27,Male,Germany,Teacher,TikTok,1,6.7,6,67,Smartphone,Night (9pm-12am),1083,350,3,11,7,1,8,Entertainment,Fast,No,Entertainment,Mild impact,Always On,No,04-02-2023,Occasionally
USR00463,21,Male,Brazil,Other,TikTok,2,3.2,5,38.4,Smartphone,Afternoon (12-4pm),807,68,2,21,1,2,9,Memes,Medium,No,Learning,Moderate impact,Always On,No,26-02-2024,Occasionally
USR00464,28,Male,Brazil,Teacher,TikTok,4,0.7,6,7,Tablet,Night (9pm-12am),222,197,1,22,4,0,9,News,Medium,Sometimes,Learning,No impact,Always On,No,01-11-2024,Occasionally
USR00465,26,Male,India,Engineer,Twitter/X,3,3,4,45,Smartphone,Evening (6-9pm),611,1316,5,12,9,1,7,Reels/Shorts,Fast,Sometimes,Entertainment,Moderate impact,Selected,No,10-10-2024,Yes
USR00466,25,Female,Australia,Other,Instagram,3,1.1,4,16.5,Desktop,Evening (6-9pm),1088,409,2,21,3,5,13,Photos,Medium,No,Networking,Moderate impact,Always On,No,17-04-2024,Occasionally
USR00467,31,Female,India,Engineer,TikTok,4,1.7,4,25.5,Smart TV,Afternoon (12-4pm),811,286,2,21,5,2,8,Photos,Slow,No,Networking,Severe impact,Do Not Disturb,No,04-10-2024,Occasionally
USR00468,33,Female,Pakistan,Entrepreneur,Facebook,2,1.8,5,21.6,Laptop,Late Night (12am+),46,316,4,24,3,1,6,Photos,Fast,Yes,Networking,Mild impact,Selected,No,01-05-2024,No
USR00469,22,Female,Germany,Teacher,YouTube,2,1.1,4,16.5,Desktop,Night (9pm-12am),59,153,1,26,1,2,2,Videos,Medium,Yes,Socializing,No impact,Do Not Disturb,No,28-06-2024,Occasionally
USR00470,22,Male,India,Researcher,Instagram,1,3,7,25.7,Laptop,Evening (6-9pm),4670,2684,1,25,5,1,10,Educational,Medium,Sometimes,Learning,Mild impact,Selected,No,27-09-2024,Occasionally
USR00471,24,Female,UK,Freelancer,TikTok,1,1.5,2,45,Smartphone,Evening (6-9pm),382,92,3,15,4,3,9,Memes,Fast,Sometimes,News & Updates,Mild impact,Off,No,09-12-2022,Occasionally
USR00472,13,Female,USA,Doctor,Twitter/X,4,2.2,4,33,Smartphone,Evening (6-9pm),1905,315,1,13,7,1,10,Photos,Slow,Yes,Socializing,No impact,Do Not Disturb,No,19-06-2022,No
USR00473,14,Male,Canada,Entrepreneur,TikTok,3,1.8,1,108,Tablet,Evening (6-9pm),93,280,2,21,3,1,9,Stories,Medium,Sometimes,Learning,Mild impact,Do Not Disturb,No,05-03-2022,Occasionally
USR00474,37,Female,India,Researcher,Instagram,5,3.6,6,36,Laptop,Night (9pm-12am),46,820,5,25,4,3,8,Videos,Medium,No,News & Updates,Moderate impact,Off,No,28-03-2023,No
USR00475,40,Male,USA,Doctor,Twitter/X,2,3.4,1,204,Smartphone,Evening (6-9pm),145,919,3,13,8,2,10,Entertainment,Fast,Sometimes,News & Updates,Mild impact,Selected,No,22-08-2023,Yes
USR00476,25,Male,Pakistan,Marketer,LinkedIn,4,2.1,6,21,Tablet,Night (9pm-12am),445,235,2,23,3,2,11,Videos,Medium,No,Learning,No impact,Selected,No,08-03-2022,Yes
USR00477,31,Female,Pakistan,Researcher,Facebook,5,3.7,6,37,Desktop,Afternoon (12-4pm),200,346,1,23,5,2,10,Entertainment,Medium,Yes,Business/Marketing,Mild impact,Off,No,17-07-2023,No
USR00478,29,Female,Nigeria,Engineer,Facebook,4,5.4,1,324,Smartphone,Evening (6-9pm),6830,362,4,17,9,0,11,Photos,Medium,No,News & Updates,Mild impact,Selected,No,06-04-2023,Occasionally
USR00479,51,Male,USA,Other,Snapchat,3,0.5,6,5,Laptop,Morning (6-10am),918,16,5,27,4,0,8,Reels/Shorts,Slow,No,Entertainment,Moderate impact,Always On,No,15-08-2023,Yes
USR00480,35,Female,India,Teacher,YouTube,5,1.7,1,102,Smartphone,Late Night (12am+),18547,36,3,18,7,1,11,Entertainment,Medium,Sometimes,Networking,No impact,Selected,Yes,11-12-2022,Occasionally
USR00481,25,Male,UK,Teacher,TikTok,2,1.3,4,19.5,Tablet,Evening (6-9pm),1377,118,6,18,4,3,7,Entertainment,Medium,Sometimes,Learning,Mild impact,Off,No,25-07-2024,No
USR00482,19,Male,UK,Entrepreneur,Instagram,4,1.6,6,16,Smartphone,Afternoon (12-4pm),8,124,5,18,5,3,6,Educational,Slow,Sometimes,Entertainment,Moderate impact,Do Not Disturb,No,11-10-2024,Yes
USR00483,14,Male,USA,Other,TikTok,4,0.5,7,4.3,Smartphone,Afternoon (12-4pm),4450,58,4,26,5,1,7,Memes,Fast,No,News & Updates,No impact,Do Not Disturb,No,12-11-2024,No
USR00484,28,Female,Brazil,Doctor,YouTube,1,0.5,6,5,Desktop,Late Night (12am+),43,601,4,16,1,1,11,Entertainment,Medium,Sometimes,Socializing,Moderate impact,Always On,No,20-08-2022,Occasionally
USR00485,20,Male,India,Doctor,Snapchat,3,0.5,3,10,Smartphone,Afternoon (12-4pm),1007,245,2,13,5,1,7,Entertainment,Medium,No,Business/Marketing,No impact,Do Not Disturb,No,22-08-2022,No
USR00486,15,Male,USA,Researcher,LinkedIn,4,1.8,7,15.4,Laptop,Night (9pm-12am),164,189,3,19,4,0,7,News,Slow,Sometimes,Socializing,Mild impact,Always On,No,03-07-2023,Yes
USR00487,21,Male,Canada,Freelancer,TikTok,2,1.8,6,18,Smartphone,Late Night (12am+),31472,54,6,23,4,3,8,Entertainment,Slow,Yes,Business/Marketing,Moderate impact,Off,Yes,22-01-2024,Yes
USR00488,18,Female,Nigeria,Engineer,YouTube,5,5.9,5,70.8,Tablet,Evening (6-9pm),8877,231,3,28,6,1,12,Videos,Fast,Sometimes,Business/Marketing,Mild impact,Off,No,27-03-2022,Occasionally
USR00489,40,Female,Australia,Student,Twitter/X,1,2.9,7,24.9,Smartphone,Evening (6-9pm),174,10,1,17,3,4,10,Entertainment,Fast,Yes,News & Updates,Mild impact,Off,No,22-06-2024,Occasionally
USR00490,34,Male,Brazil,Doctor,Facebook,5,3.6,4,54,Smartphone,Afternoon (12-4pm),528,201,5,22,3,5,8,Photos,Fast,No,Entertainment,No impact,Selected,No,24-03-2023,Yes
USR00491,26,Male,USA,Engineer,TikTok,5,12,7,102.9,Laptop,Evening (6-9pm),1033,263,3,21,7,1,6,News,Medium,Sometimes,Learning,Mild impact,Selected,No,20-05-2024,No
USR00492,38,Female,Canada,Engineer,Instagram,1,0.5,1,30,Tablet,Morning (6-10am),3146,327,1,15,3,4,5,Memes,Fast,Sometimes,Socializing,No impact,Selected,No,29-07-2022,Yes
USR00493,27,Male,Germany,Teacher,Twitter/X,4,7,2,210,Smartphone,Morning (6-10am),700,37,2,31,4,3,5,Memes,Fast,Yes,Entertainment,Mild impact,Selected,No,22-05-2023,Occasionally
USR00494,20,Male,Pakistan,Entrepreneur,Instagram,3,2.5,2,75,Smartphone,Night (9pm-12am),105,320,2,22,2,3,14,Videos,Medium,Sometimes,News & Updates,Mild impact,Selected,No,02-09-2023,No
USR00495,39,Female,Nigeria,Student,TikTok,3,1.9,6,19,Smartphone,Night (9pm-12am),182,70,1,22,5,0,11,Reels/Shorts,Medium,Yes,Business/Marketing,No impact,Off,No,08-03-2022,Occasionally
USR00496,31,Prefer not to say,UAE,Entrepreneur,Facebook,5,1.7,8,12.8,Tablet,Late Night (12am+),659,92,4,22,6,4,5,Videos,Fast,Sometimes,News & Updates,Severe impact,Do Not Disturb,No,10-07-2024,Yes
USR00497,18,Female,Australia,Other,TikTok,5,3.2,6,32,Smart TV,Evening (6-9pm),6136,579,3,21,2,6,7,Photos,Medium,No,Learning,No impact,Selected,No,23-06-2023,Yes
USR00498,25,Female,UAE,Entrepreneur,Instagram,3,1.9,1,114,Laptop,Evening (6-9pm),1436,2743,5,15,5,1,3,Educational,Fast,Yes,Socializing,Moderate impact,Selected,No,15-12-2023,Yes
USR00499,19,Male,Brazil,Designer,Twitter/X,2,1.1,10,6.6,Smartphone,Morning (6-10am),165,260,2,15,3,3,11,Photos,Fast,Yes,Entertainment,No impact,Do Not Disturb,No,28-06-2022,Occasionally
USR00500,15,Female,Canada,Marketer,Instagram,2,1.8,2,54,Smartphone,Late Night (12am+),2136,91,2,13,4,0,4,Educational,Medium,Yes,Socializing,Moderate impact,Selected,No,18-06-2024,Occasionally
USR00501,34,Non-binary,Germany,Entrepreneur,Facebook,5,3.3,5,39.6,Smartphone,Evening (6-9pm),331,306,1,16,6,1,16,Memes,Medium,Yes,Networking,Mild impact,Do Not Disturb,No,29-08-2022,No
USR00502,42,Male,India,Engineer,Instagram,3,4,8,30,Laptop,Morning (6-10am),3303,755,5,26,0,3,12,News,Medium,No,Business/Marketing,Moderate impact,Do Not Disturb,No,01-05-2023,Yes
USR00503,15,Female,UK,Other,TikTok,1,7.4,5,88.8,Laptop,Afternoon (12-4pm),62857,515,4,21,3,2,4,News,Medium,Yes,Socializing,Moderate impact,Off,Yes,06-03-2023,Yes
USR00504,31,Male,India,Entrepreneur,Twitter/X,4,2.8,4,42,Smartphone,Night (9pm-12am),348,6579,3,17,4,4,5,Entertainment,Slow,No,News & Updates,Mild impact,Do Not Disturb,No,20-12-2023,Occasionally
USR00505,21,Female,Nigeria,Doctor,Instagram,1,5.6,3,112,Smartphone,Afternoon (12-4pm),2815,103,5,19,6,1,9,Memes,Fast,Yes,Learning,Mild impact,Always On,No,26-05-2024,Yes
USR00506,23,Male,USA,Designer,Facebook,2,2.3,7,19.7,Smartphone,Night (9pm-12am),173,331,2,17,4,1,7,Photos,Fast,Sometimes,Entertainment,Moderate impact,Selected,No,06-12-2022,Occasionally
USR00507,22,Female,Germany,Freelancer,Instagram,2,2.5,7,21.4,Smartphone,Night (9pm-12am),543,1569,4,15,3,5,7,Stories,Fast,No,Learning,Moderate impact,Selected,No,13-10-2022,Occasionally
USR00508,20,Female,Pakistan,Other,Twitter/X,2,2.4,3,48,Smartphone,Afternoon (12-4pm),701,1455,1,19,5,1,6,Memes,Medium,No,News & Updates,Mild impact,Always On,No,28-02-2023,Yes
USR00509,27,Female,Australia,Researcher,Instagram,5,3,3,60,Laptop,Evening (6-9pm),469,23,0,22,3,0,6,Entertainment,Slow,Sometimes,Socializing,Mild impact,Selected,No,28-02-2023,Occasionally
USR00510,20,Male,Australia,Researcher,TikTok,5,4.5,2,135,Laptop,Evening (6-9pm),56017,243,3,17,4,2,8,Photos,Medium,No,News & Updates,No impact,Off,Yes,02-05-2022,Yes
USR00511,29,Female,USA,Teacher,Instagram,1,1.9,2,57,Smartphone,Morning (6-10am),383,1453,3,25,1,1,8,Educational,Medium,Yes,Networking,Moderate impact,Always On,No,20-12-2023,Occasionally
USR00512,26,Male,Brazil,Researcher,TikTok,1,1.3,7,11.1,Desktop,Evening (6-9pm),1912,7853,6,18,5,5,10,Photos,Medium,Sometimes,Entertainment,No impact,Selected,No,26-12-2024,Yes
USR00513,25,Female,USA,Other,YouTube,1,4.7,4,70.5,Smartphone,Morning (6-10am),20,569,2,14,3,2,12,Educational,Medium,Yes,Learning,No impact,Off,No,30-07-2023,Yes
USR00514,19,Male,Nigeria,Freelancer,TikTok,2,4.5,1,270,Desktop,Late Night (12am+),1447,157,4,14,2,5,8,Memes,Medium,Sometimes,Entertainment,No impact,Always On,No,11-12-2022,No
USR00515,22,Female,India,Teacher,YouTube,4,6.2,3,124,Laptop,Night (9pm-12am),5196,72,2,28,4,4,11,Stories,Slow,Yes,Learning,Moderate impact,Do Not Disturb,No,25-10-2023,No
USR00516,33,Male,Pakistan,Student,Snapchat,4,1.7,10,10.2,Smartphone,Afternoon (12-4pm),257,3506,1,19,4,2,11,Stories,Fast,Sometimes,Socializing,Moderate impact,Selected,No,23-08-2023,No
USR00517,31,Female,Germany,Student,TikTok,3,2.2,3,44,Tablet,Afternoon (12-4pm),7,586,5,24,4,1,8,Memes,Fast,No,Entertainment,No impact,Selected,No,16-08-2023,Yes
